id;tweet;caption;ner;sa
O_4555;From Brigitte Bardot to Blake Lively , see the best beach hair of . . . # moda # fashion;woman sitting on the beach;O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_21_1037;Our football coach opening the gates for our baseball coach in between games # gameday;a black chain link fence;O O O O O O O O O O O O O O O O O O O O;NEGATIVE
17_06_4643;Worst looking hats ever . . . . c ' mon # Adidas # GoldenStateWarriors you can do better . . . # NBAFinals2017;the hat is black;O O O O O O O O O O O O B-ORG O B-ORG O O O O O O O O O O O O O;NEGATIVE
O_1373;James Brown has lost 74 pounds since October , one quarter of his weight;person and politician at the event.;B-PER I-PER O O O O O O O O O O O O O O O O O O;NEGATIVE
O_3273;The single artwork for David Guetta ' s ' 2 U ' featuring Justin Bieber . Out this Friday , June 9 .;the lips of pop artist;O O O O B-PER I-PER O O O B-MISC I-MISC O O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
17_06_5262;Why Nigeria dominates South Africa in football – Babangida;basketball player at the press conference;O B-LOC O B-LOC I-LOC O O O B-PER O O O O O O;POSITIVE
16_05_03_1055;Catch us at our last performance of the semester Saturday at 12 pm on Hornbake plaza;the show is a show.;O O O O O O O O O O O O O O B-LOC I-LOC O O O O O;POSITIVE
16_05_11_300;In a First , Woman Coaches Men ’ s Soccer Team to a Title -;white lines on the road;O O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_177;East Bay Times : Photos : San Francisco gay pride parade highlights resistance;a group of people dancing in a colorful way.;B-ORG I-ORG I-ORG O O O B-LOC I-LOC O O O O O O O O O O O O O O;POSITIVE
O_82;Donald Trump backs out of a debate with Bernie Sanders :;politician speaks during a campaign event.;B-PER I-PER O O O O O O B-PER I-PER O O O O O O O;NEGATIVE
16_05_28_161;Cleveland Cavaliers reach second straight NBA Finals;basketball player drives to the basket against sports team during the first half.;B-ORG I-ORG O O O B-ORG O O O O O O O O O O O O O O;POSITIVE
17_06_6827;# OneLoveManchester concert was the most - watched program on TV this year;pop artist performs during the show.;O B-MISC O O O O O O O O O O O O O O O O O;POSITIVE
O_2452;Donald Trump is bringing 1990 s - era political scandals back up to attack Hillary Clinton;politician, politicians, and politician are seen on the second day of the presidential debate.;B-PER I-PER O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
16_05_18_126;Watching love and basketball with mommy ❤ ️ ❤ ️ ❤ ️;a baby laying on a bed;O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_08_336;Mandzukic rejects Premier League speculation;soccer player celebrates scoring his team's second goal during the match.;B-PER O B-ORG I-ORG O O O O O O O O O O O O;NEGATIVE
17_01_4761;2017 schedule : Stanford football has key early - season game at USC . via @ tomgfitzgerald;person celebrates with teammates after scoring a touchdown against american football team during the first half.;O O O B-ORG O O O O O O O O B-ORG O O O B-PER O O O O O O O O O O O O O O O O;POSITIVE
O_293;Chris Paul makes Rockets better , how much better depends on fit with Harden;image of a white background with a colorful flag;B-PER I-PER O B-ORG O O O O O O O O O B-PER O O O O O O O O O;NEGATIVE
17_06_9506;@ KingwoodAreaDem members at the Houston Pride Parade ! 🏳 ️ ‍ 🌈;woman wearing a white shirt;O B-ORG O O O B-LOC O O O O O O O O O O O O;NEGATIVE
16_05_24_439;anyone wanna get a ticket with me to the Beyoncé concert ? ? ? 🙂 🙂 😉;i'm going to buy this game for $ 1.;O O O O O O O O O B-PER O O O O O O O O O O O O O O O O;NEGATIVE
16_05_02_753;Leicester City vs . West Ham 2016 live stream : How to watch Premier League online …;soccer player celebrates scoring his team's second goal of the game;B-ORG I-ORG O O B-ORG I-ORG O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O;POSITIVE
16_05_22_466;There ' s No Crying in Baseball . . .;sports equipment for the team;O O O O O O O O O O O O O O O;POSITIVE
O_912;The house that Donald Trump couldn ’ t buy , New Jersey , 1991;a white building with a red car;O O O B-PER I-PER O O O O O B-LOC I-LOC O O O O O O O O O;NEGATIVE
16_05_01_821;Events Center dealing with Garth Brooks concert ticket issues;man wearing a black shirt;O O O O B-PER I-PER O O O O O O O O;NEGATIVE
16_05_09_815;@ girlsjpg this is him at the same concert but from the front;man in a red hat;O O O O O O O O O O O O O O O O O O;NEGATIVE
O_3912;Donald Trump will win in a landslide . * The cartoonist behind ‘ Dilbert ’ explains why .;cartoon by person on the way to the presidential election;B-PER I-PER O O O O O O O O O O O B-MISC O O O O O O O O O O O O O O;NEGATIVE
O_2643;@ Roach601 he would ' ve approached Kevin Costner but he made his decision;actor in a scene from the movie;O B-PER O O O O O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
O_3300;Queen Cersei needed just 3 tweets to shame Donald Trump :;the most expensive people in the world;B-PER I-PER O O O O O O B-PER I-PER O O O O O O O O;NEGATIVE
O_4877;Chris Paul and James Harden blaming each other after they choke in the 2 nd Round;comic book character and comic book character in the comic book series;B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
O_1678;Donald Trump rejects entire intelligence community in new defense of Russia;a man in a suit and tie;B-PER I-PER O O O O O O O O B-LOC O O O O O O O;NEGATIVE
O_2394;Who knew ? If you turned Donald Duck upside down , you get the other Donald .;cartoon of the president's face.;O O O O O O B-PER I-PER O O O O O O O B-PER O O O O O O;NEGATIVE
O_933;We need men who can dream of things that never were . { John F . Kennedy } # quotes;politician delivers a speech on the occasion.;O O O O O O O O O O O O O B-PER I-PER I-PER I-PER O O O O O O O O O O;POSITIVE
16_05_23_258;It ' s all a conspiracy folks created by the NHL and aliens .;a screenshot of the game.;O O O O O O O O O O B-ORG O O O O O O O O;POSITIVE
O_36;emma watson looked beautiful at the premiere of ' the circle ' in paris this evening 😍 😍;actor at the premiere of science fiction film;B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_3154;Kevin Durant : “ Tim Duncan could play until he ’ s 90 ”;# reacts to a call against sports team.;B-PER I-PER O O B-PER I-PER O O O O O O O O O O O O O O O O;NEGATIVE
O_1447;Hillary Clinton ' s sass - filled Snapchat blitz is a perfect clap back to Donald Trump :;politician poses for a photo with her students.;B-PER I-PER O O O O O B-ORG O O O O O O O B-PER I-PER O O O O O O O O O;POSITIVE
16_05_22_419;Guildford Fringe Festival 2016 Is Ready To Go !;the sign in pink;B-MISC I-MISC I-MISC O O O O O O O O O O;POSITIVE
16_05_15_10;Napoli Gonzalo Higuaín sets new Serie A goalscoring record with 36 goals in 1 season;soccer player celebrates after scoring his team's first goal during the match.;B-ORG B-PER I-PER O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_23_390;Highlights from Vogue Festival : Alessandro Michele;a woman sitting on a chair;O O B-MISC I-MISC O B-PER I-PER O O O O O O;POSITIVE
16_05_21_878;Titans ' Jack Conklin to speak at Music City Sports Festival;person is the new player.;B-ORG O B-PER I-PER O O O B-MISC I-MISC I-MISC I-MISC O O O O O;POSITIVE
17_06_4979;Here is this weeks @ County5IVES fixtures . Big games across both the divisions ⚽ ️ # NorfolkFootball;a soccer goal;O O O O O B-ORG O O O O O O O O O O O B-ORG O O O;NEGATIVE
17_06_6852;🏀 🔝 @ neymarjr at the second match of the NBA finals;a group of young men;O O O B-PER O O O O O O B-ORG O O O O O O;POSITIVE
17_06_10020;I have just bought Moussa Sissoko in # dreamleaguesoccer;the player in the white shirt;O O O O B-PER I-PER O O B-MISC O O O O O O;NEGATIVE
O_1317;Such an honor to meet @ VP Joe Biden today ! Nice to meet such an amazing champion for the cause . # race4hope;man wearing a black jacket;O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_2443;Conflict cannot survive without your participation . # quote # mondaymotivation;men can not survive without your training.;O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_30_962;What to expect from @ sigurros show at October ' 16 ? Watch concert now !;three people in a group;O O O O O B-PER O O O O O O O O O O O O O O O;POSITIVE
17_06_8315;So . . . 86 points in the first half ? ? ? Unprecedented for no reason ? Too little , too late though ? Hmm . . . # NBAFinals2017;a large flat screen tv;O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_30_109;This has been an amazing # weekend at @ sasquatchfestival # livemusic # TheGorge # Sasquatch # POWER933 📷 @ sunnymartini;the crowd at the opening ceremony.;O O O O O O O O O B-MISC O O O B-LOC O B-PER O O O O B-PER O O O O O O;POSITIVE
16_05_26_919;# MLB Breaking : San Diego Gay Men ' s Chorus heckled off stage , not allowed to . . .;men in black suits standing in a row;O B-ORG O O B-LOC I-LOC B-PER I-PER I-PER I-PER I-PER O O O O O O O O O O O O O O O O O O;NEGATIVE
O_1732;Boy , 8, finds bags of HEROIN hidden inside One Direction clock;pink alarm clock with a pink alarm clock;O O O O O O O O O B-PER I-PER O O O O O O O O O;NEGATIVE
16_05_30_952;1 week to go for the 47 th Poetry International Festival Rotterdam ! Check;a poem in a circle;O O O O O O O O B-MISC I-MISC I-MISC B-LOC O O O O O O O;POSITIVE
17_06_12202;Luke ' s first baseball game ! Go Cubs ! # sbcubs;baby wearing a white towel;B-PER O O O O O O O B-ORG O O B-ORG O O O O O;NEGATIVE
16_05_09_642;@ Anthakneee guys also please don ' t harass my boyfriend bc he ' s so good at basketball;this text from person is not just about the wrong number.;O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_09_109;Pharrell Williams , Takashi Murakami Join Complex to Develop Cultural Festival , ‘ ComplexCon ’;poster for the concert by person;B-PER I-PER O B-PER I-PER O O O O O O O O B-MISC O O O O O O O;POSITIVE
16_05_02_517;Fonseca to Join Miguel Bose During MTV Unplugged Concert;man wearing a suit;B-PER O O B-PER I-PER O B-MISC I-MISC O O O O O;NEGATIVE
O_3823;Shah Rukh Khan ditches the macho look for a new ' chikna . . .;actor is the face of actor;B-PER I-PER I-PER O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_08_388;Modric is bigger than football;the football team received a message from the football team;B-PER O O O O O O O O O O O O O O;POSITIVE
16_05_28_877;A beautifully intimate gig as usual at @ HTLGIFestival last night . Cheers to everyone that caught our set ! # HTLGI2016;a large white tent;O O O O O O O O B-MISC O O O O O O O O O O O O B-MISC O O O O;POSITIVE
17_06_7554;Pope Francis : NFL values promote a ' culture of encounter ';religious leader during an audience;B-PER I-PER O B-ORG O O O O O O O O O O O O O;POSITIVE
O_2177;whoever made my only follower Adam Sandler I have some nice words for you : fuck you and how dare you;the screenshot of the game;O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_12_895;Cristiano Ronaldo has won the La Liga 2015 / 16 Facebook Football Award for ' Best Player ' . # HalaMadrid;a wall on the side of a building;B-PER I-PER O O O B-ORG I-ORG O O O B-ORG O O O O O O O O O O O O O O O O O O;POSITIVE
O_4011;Childish Gambino / Donald Glover . This man is not only a lyrical genius but he a god on earth . so beautiful .;person with a beard and a beard;B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O;POSITIVE
17_06_63;# MLB : So HAPPY to see # RobertoOsuna finish the ball game . . . . FANTASTIC . . STAY WELL ! !;logo for sports team, as seen in a blue and red circle.;O B-ORG O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_14982;Another great day for baseball at @ SFJrLegion . Will be covering the Blue and Gold games tonight from @ SportsinPeeDee;a chain link fence;O O O O O O O B-ORG O O O O O O O O O O O O B-ORG O O O O;POSITIVE
16_05_01_260;# NFL # Seahawks make rare trade up to draft Jarran Reed;basketball player, basketball player and basketball player speak on stage during the awards.;O B-ORG O B-ORG O O O O O O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
16_05_18_839;Cowboys News : Dallas Returning To Power Football ? Plus Jerry Jones Has Demands For Vegas Team …;a man running on a field;B-ORG O O B-ORG O O O O O O B-PER I-PER O O O B-ORG O O O O O O O O;NEGATIVE
O_2924;Nicki On the big screen of the Dangerous woman tour in Brazil Rio de Janeiro # DWTRioDeJaneiro;a woman with her hand in her mouth;B-PER O O O O O O B-MISC I-MISC I-MISC O B-LOC B-LOC I-LOC I-LOC O O O O O O O O O O;POSITIVE
16_05_11_876;MY FATHER NEVER TOOK ME TO A BASEBALL GAME;people, who are now living together, are now friends.;O O O O O O O O O O O O O O O O O O;POSITIVE
O_2323;Puma and BAPE tap Mario Balotelli to model upcoming collaboration :;the new jerseys for the national team are unveiled.;B-ORG O B-ORG O B-PER I-PER O O O O O O O O O O O O O O;POSITIVE
O_250;@ RepAdamSchiff Congrats ! You have went full Harry Reid stupid ! ! Now sit down .;person, pictured with a black eye, was taken to hospital after he was shot by a man;O B-PER O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_26_35;Two weeks today and we will be seeing @ Busted at the Isle of Wight festival ! Bring it on 🐷 🚀;digital art selected for the #;O O O O O O O O O B-PER O O B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O;POSITIVE
16_05_01_127;The Philadelphia Phillies are a good baseball team .;the logo is shown in a file photo.;O B-ORG I-ORG O O O O O O O O O O O O O O;POSITIVE
O_1557;"President Donald Trump to conservatives : "" We are under siege """;a man in a suit;O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
O_218;10 people who may be on Donald Trump ’ s ‘ short list ';politician speaks during a press conference.;O O O O O O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
16_05_31_1032;Honfleur under the rain . Duh . Bit sad . So pretty .;a red cloth draped over a chair;B-LOC O O O O O O O O O O O O O O O O O O O;NEGATIVE
O_2652;Donald Trump , PM Modi with a special monkey from India .;two men in suits;B-PER I-PER O O B-PER O O O O O B-LOC O O O O O;POSITIVE
O_176;Russell Westbrook caps off a historic season with his first MVP trophy .;basketball shooting guard celebrates his win over sports team.;B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_4255;10 great Taylor Swift deep cuts you can stream right now;a woman wearing a black dress;O O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
O_5178;A man attempting to get inside Taylor Swift ’ s home was arrested last night :;fashion model in the fashion show;O O O O O O B-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
16_05_24_211;Last soccer game of season , school is out , whole summer in front of us . # lifeisgood;a large green field;O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_11_146;Southside Fringe Festival : The Muse at Finn ’ s Place , Friday 27 May , 2016;person is a writer's writer, writer and writer.;B-MISC I-MISC I-MISC O B-PER I-PER O B-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O O;POSITIVE
16_05_29_255;Baylor to fire football coach Art Briles amid sexual assault scandal . . .;football coach, the head coach of the football team, waves to the crowd.;B-ORG O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_3681;On Friday , Kim Jong - un will essentially be attending his own coronation;politician addresses the troops during a visit.;O O O B-PER I-PER I-PER I-PER O O O O O O O O O O O O O O;NEGATIVE
O_4195;Harry Styles and his Mercedes Benz convertible 1966 is visual therapy;classic : person was seen driving her car on the streets;B-PER I-PER O O B-ORG I-ORG O O O O O O O O O O O O O O O O;POSITIVE
16_05_13_78;Waiting for Buckethead Concert to start ! 😃;the guitar player in the hat;O O B-PER O O O O O O O O O O O;NEGATIVE
17_06_4246;Aice , cousin Jax , and the legendary Buster Bronco at our football camp last weekend !;a large stuffed animal;B-PER O O B-PER O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
O_1488;Retweet Because Fetus Justin Bieber Is Blessing Your Timeline ! ! ! ! ! !;my son in his hoodie hat;O O O B-PER I-PER O O O O O O O O O O O O O O O O;POSITIVE
O_3148;How Superbad ' s Seth Rogen and Evan Goldberg ended up making @ PreacherAMC .;the best men in the world;O B-MISC O O B-PER I-PER O B-PER I-PER O O O O B-MISC O O O O O O O;POSITIVE
16_05_09_700;Classic rock ’ s biggest living legends to gather at one festival;blues artist performs during the concert.;O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_21_149;The home of football awaits . FA Cup Final day . From first minute screamers to last minute legends . Rise and shine . …;seats are red;O O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_6982;Just a quick share from yesterdays Parkgate Festival . Couldnt get a signal then . What a lovely event ! # streetsafe;police cars at the event;O O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_11557;Tampa Bay Rays select RHP Michael Mercado 40 th overall in 2017 MLB Draft # TBRays;a wall on the side of a building;B-ORG I-ORG I-ORG O O B-PER I-PER O O O O O B-ORG O O B-ORG O O O O O O O O;NEGATIVE
16_05_06_106;I hope there ' s a standees like this for the upcoming concert of bts here in ph;a man wearing a jacket;O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
17_06_12395;With rat @ aobadanosai at baseball game . . .;the hair is brown;O O O B-PER O O O O O O O O O O;NEGATIVE
17_06_2030;@ backstreetboys My first concert . Still have the stub and still a fan .;a ticket in the hand;O B-PER O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_23_339;# NBAPlayoffs There ’ s a reason to feel good about the # Celtics ’ lottery chances;basketball player sitting in a basketball court;O O O O O O O O O O O O O B-ORG O O O O O O O O O O;POSITIVE
16_05_02_701;FOOTBALL MEMORABILIA , WAYNE ROONEY SIGNED REPLIC;the red shirt in the box;O O O B-PER I-PER O O O O O O O O;POSITIVE
O_2808;Matthew Gray Gubler at Marc by Marc Jacobs F / W 2004;actor as film character in a scene from the film.;B-PER I-PER I-PER O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O;POSITIVE
O_1082;We know Donald Trump is not who we are . If you want to shut him down , then let ’ s vote him down .;these are the logos of the political values.;O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_09_453;What Dwyane Wade His Done For The First Time In His 1,016 - Game NBA Career :;basketball player celebrates after scoring a basket against sports team during the first half.;O B-PER I-PER O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O;POSITIVE
16_05_28_820;Ayr United - the football club in trouble for doing a kit - launch . . . without a kit;the face of football player;B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_26_364;# NHLPlayoffs Trevor Daley Injury : Updates on # Penguins Defenseman ' s Leg and Return;ice hockey player # of the skates against sports team during the first period of a hockey game.;O O B-PER I-PER O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
17_01_6531;Tag your favorite Cowboys fan . 😭 # NFLPlayoffs;umbrella in the rain, illustration;O O O B-ORG O O O O O O O O O O;NEGATIVE
17_06_8367;Another sure sign of summer is the Columbus Arts Festival . NBC4 ' s Dan Pearlman is LIVE with highlights # NBC4Today !;yellow and black signs;O O O O O O O B-MISC I-MISC I-MISC O B-ORG O O B-PER I-PER O O O O O O O O O O O;POSITIVE
17_06_9761;Joel Embiid at camp today . # stocktonbasketball;people sitting in bleachers;B-PER I-PER O O O O O O O O O O;NEGATIVE
O_2882;Zayn Malik Regrets His ' Fifty Shades ' Duet With Taylor Swift . . Related Articles :;the red light in the mirror;B-PER I-PER O O O B-MISC I-MISC O O O B-PER I-PER O O O O O O O O O O O;NEGATIVE
16_05_17_852;Barcelona Crowned 2016 La Liga Champions , Suarez Sink . . .;football player celebrates with team mates after scoring the opening goal during the match.;B-ORG O O B-ORG I-ORG O O B-PER O O O O O O O O O O O O O O O O O O;NEGATIVE
17_06_14590;Black Eyed Peas , Robbie Williams added to Manchester benefit concert;pop artist performs at awards.;B-PER I-PER I-PER O B-PER I-PER O O B-MISC I-MISC O O O O O O;POSITIVE
17_06_11288;BUT I DELETED 2 CHANBAEK PICS FOR THESE I CAMFTFT BREATHE;do you want to be a girl?;O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_01_746;Some of that Dodger baseball ☀ ️ ⚾ ️ @ alyssajacinto;woman wearing a blue and white dress;O O O B-ORG O O O O O O B-PER O O O O O O O;NEGATIVE
O_1235;Top Hillary surrogate ties Donald Trump to Trayvon Martin ' s killer ⏩ by @ aterkel;politician, right, speaks during a campaign event.;O B-PER O O B-PER I-PER O B-PER I-PER O O O O O O B-PER O O O O O O O;NEGATIVE
O_3482;May 8, 1945 . Two million people gathered in Times Square to celebrate VE Day .;a crowd gathers to watch the inauguration of politician.;O O O O O O O O O B-LOC I-LOC O O B-MISC I-MISC O O O O O O O O O O;POSITIVE
17_06_10389;How Jake Paul is changing the influencer game :;the crowd at the concert;O B-PER I-PER O O O O O O O O O O O;POSITIVE
17_01_13469;BPM Festival shares new statement about fatal shooting;a group of men standing;B-MISC I-MISC O O O O O O O O O O O;POSITIVE
16_05_30_556;Getting ready to walk in the Memorial Day Parade with my main guy James . With @ juliawebber;man holding a baby stroller;O O O O O O B-MISC I-MISC O O O O O B-PER O O O B-PER O O O O O;POSITIVE
16_05_12_1184;Jason Campbell Is Not Actually Returning to NFL . . .;american football player in the field with a ball;B-PER I-PER O O O O O B-ORG O O O O O O O O O O O O;NEGATIVE
16_05_04_751;Craig sending videos from concerts every week makes me not afraid to be old . Life doesn ' t have to be boring;the app is a very popular text message that can be found on the phone.;B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_1220;👢 : Harry wore this Marc Jacobs palm beach print shirt from their S / S 15 collection in London recently . - C;man wearing a black hat;O O B-PER O O B-ORG I-ORG O O O O O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
17_06_2183;I should have kept playing baseball . . .;a girl in a white shirt;O O O O O O O O O O O O O O O;NEGATIVE
16_05_04_111;Benicia High baseball clinches playoff berth with 10 - 0 win over Fairfield;the logo is seen on a red background.;B-ORG I-ORG O O O O O O O O O O B-ORG O O O O O O O O;POSITIVE
17_06_13892;It ' s almost time ! Excited to have everyone back on campus and to get those basketballs bouncing again ! 🔶 🏀 🔷 # Illini;a set of photos for the new games;O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_3603;06 - 06 ABC apologizes to Kelly Ripa over Live with Kelly and . . .;person and basketball shooting guard on the set of tv sitcom;O O O B-ORG O O B-PER I-PER O O O B-PER O O O O O O O O O O O O O O O;NEGATIVE
17_06_4309;Best of LeBron James and Kevin Durant Through 4 Games Of NBA Finals 2017;basketball shooting guard and # during a game against sports team.;O O B-PER I-PER O B-PER I-PER O O O O B-ORG O O O O O O O O O O O O O;POSITIVE
O_600;donald trump is living out every single 5 y / o american boy ' s dreams;politician drives a truck during a visit.;B-PER I-PER O O O O O O O O O B-LOC O O O O O O O O O O O;POSITIVE
17_01_8221;Road trip . . . Game 2 . PCC Eagles basketball takes on Piedmont International University at 7 ET .;logo on the side of the bus;O O O O O O O O B-ORG I-ORG O O O B-ORG I-ORG I-ORG O O O O O O O O O O O;NEGATIVE
O_300;One Direction 2017 calendar . I already want it .;pop artist on the cover of magazine;B-PER I-PER O O O O O O O O O O O O O O O;POSITIVE
17_06_9533;Maribor is in Slovenia not Slovakia # NHLDraft # NHLDRAFT2017;a group of people;B-LOC O O B-LOC O B-LOC O O O O O O O O;NEGATIVE
O_2331;- NEW HQ PHOTOS - @ ArianaGrande performing at Jimmy Kimmel in Los Angelos ! 3;pop artist performs on stage during the tour opener.;O O O O O O B-PER O O B-PER I-PER O B-LOC I-LOC O O O O O O O O O O O;POSITIVE
17_01_12762;First of 3 main groups visited Utah State this weekend # USUFootball;a person is standing up;O O O O O O B-LOC I-LOC O O O B-ORG O O O O O;POSITIVE
O_883;Here ’ s how you can finally see Justin Theroux naked;actor as film character in tv drama;O O O O O O O O B-PER I-PER O O O O O O O O;POSITIVE
16_05_26_43;Thank You Adam Fish for helping out at the @ GrandviewMS 5 - 6 Grade Choir Concert tonight ! # ArtsAthleticsAcademics;a person is standing up;O O B-PER I-PER O O O O O O B-ORG O O O O O O O O O O O O O O O;POSITIVE
16_05_01_591;# NHLPlayoffs Sharks wait a little longer to find out 2 nd - round opponent # Kings;ice hockey player celebrates his goal with teammates during the game against sports team.;O O B-ORG O O O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O;NEGATIVE
17_06_5437;Freedom Baseball takes 1 st place . 🏆 # primeathletesofmichigan . # freedombaseball . # teamwork;a group of boys;B-ORG I-ORG O O O O O O O B-LOC O O B-ORG O O O O O O O;NEGATIVE
16_05_30_278;"espn : Washington WR Isaiah Renfro says he ' s quitting football in order to "" conquer "" depression : …";american football player is the player of the year.;B-ORG O B-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
17_06_15252;For my soccer fan friends urban outfitters has a ton of shirts;the new shirt for football team.;O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_26_219;The NYCBL welcomes Benjamin Atkinson to the @ SyracuseJrChief @ FredBlueDevils @ F_R_E_DBaseball;a boy in blue shirt and white shirt;O B-ORG O B-PER I-PER O O O B-ORG O B-ORG O B-ORG O O O O O O O O;POSITIVE
O_92;Sergio Ramos has scored in more Champions League finals than Arsenal .;person is the man of the world;B-PER I-PER O O O O B-MISC I-MISC O O B-ORG O O O O O O O O;POSITIVE
17_06_14949;At the freedom community festival today;a wall on the side of a building;O O O O O O O O O O O O O O;NEGATIVE
O_3774;Emma Watson Sexy Legs Show At “ Boulevard ” Premiere At Tribeca Film Festival 2014 : 26;man wearing a suit;B-PER I-PER O O O O O O O O O B-MISC I-MISC I-MISC O O O O O O O;POSITIVE
O_2705;Me , along with a couple of friends - - James Franco and JJ Abrams - - on the set of 11 / 22 / 63 . Everything looks cool .;actor, actor, and person at the event;O O O O O O O O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
16_05_05_1162;Snow , what snow ? It ' s all smiles at launch of Gateshead Beer Festival - despite the . . . -;the team of the team;O O O O O O O O O O O O O B-MISC I-MISC I-MISC O O O O O O O O O O O O;POSITIVE
O_192;I Want You to Lose ' : Harry Reid Reportedly Snapped at Dem Rep . for Being ' Disruptive ';politician, left, and politician, left, are shown in a photo.;O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
16_05_28_625;Russell Westbrook lookin like ducky from Land Before Time . # NBAPlayoffs # OKCvsGSW 😂;the most popular characters in the world;B-PER I-PER O O O O O O O O O O O O O O O O O O O O;POSITIVE
O_1538;when u open front cam but ur Justin Bieber;person in a white shirt;O O O O O O O B-PER I-PER O O O O O;NEGATIVE
16_05_09_299;Kings Hire Coach Dave Joerger 2 Days After Firing in Memphis # nba;coach reacts during the first half of the game against basketball team.;B-ORG O O B-PER I-PER O O O O O B-LOC O B-ORG O O O O O O O O O O O O;NEGATIVE
O_160;Kevin Costner and Mary Elizabeth Mastrantonio starring in the 1991 film Robin Hood : Prince Of Thieves .;the duchess and noble person were seen with a bow and arrow during a visit;B-PER I-PER O B-PER I-PER I-PER O O O O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O;POSITIVE
O_24;A Philippines mayor who reminds everyone of Donald Trump is on track to win the presidency;a man waves a flag during a protest against politician.;O B-LOC O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O;POSITIVE
16_05_28_628;NBA Playoffs : Klay Thompson stars in the Golden State Warriors , maybe OKC Thunder;basketball player is fouled by basketball player during the first half of a basketball game.;B-ORG O O B-PER I-PER O O O B-ORG I-ORG I-ORG O O B-ORG I-ORG O O O O O O O O O O O O O O O;NEGATIVE
16_05_16_608;CFHS Boys Varsity Soccer at Garfield - Pictures are up on;soccer goalkeeper in blue and black;B-ORG I-ORG O O O B-ORG O O O O O O O O O O O;NEGATIVE
17_06_905;How cute and simple for Summer Concerts !;person, a model, is seen wearing a red and white dress.;O O O O O O O O O O O O O O O O O O O;POSITIVE
